tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998,\N,117,"Comedy,Crime"
tt0118749,movie,Boogie Nights,Boogie Nights,0,1997,\N,155,Drama
tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,\N,116,"Comedy,Drama,Romance"
tt0118843,movie,"Black Cat, White Cat","Crna macka, beli macor",0,1998,\N,127,"Comedy,Crime,Romance"
tt0118849,movie,Children of Heaven,Bacheha-Ye aseman,0,1997,\N,89,"Drama,Family,Sport"
tt0119217,movie,Good Will Hunting,Good Will Hunting,0,1997,\N,126,"Drama,Romance"
tt0119488,movie,L.A. Confidential,L.A. Confidential,0,1997,\N,138,"Crime,Drama,Mystery"
tt0119698,movie,Princess Mononoke,Mononoke-hime,0,1997,\N,134,"Action,Adventure,Animation"
tt0120338,movie,Titanic,Titanic,0,1997,\N,194,"Drama,Romance"
tt0120382,movie,The Truman Show,The Truman Show,0,1998,\N,103,"Comedy,Drama"
tt0120586,movie,American History X,American History X,0,1998,\N,119,"Crime,Drama"
tt0120689,movie,The Green Mile,The Green Mile,0,1999,\N,189,"Crime,Drama,Fantasy"
tt0120731,movie,The Legend of 1900,La leggenda del pianista sull'oceano,0,1998,\N,169,"Drama,Music,Romance"
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,\N,107,"Action,Comedy,Crime"
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,\N,178,"Action,Adventure,Drama"
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,\N,169,"Drama,War"
tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy"
tt0129167,movie,The Iron Giant,The Iron Giant,0,1999,\N,86,"Action,Adventure,Animation"
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi"
tt0137523,movie,Fight Club,Fight Club,0,1999,\N,139,Drama
tt0140888,movie,Central Station,Central do Brasil,0,1998,\N,110,Drama
tt0154420,movie,The Celebration,Festen,0,1998,\N,105,Drama
tt0156887,movie,Perfect Blue,Pâfekuto burû,0,1997,\N,81,"Animation,Crime,Drama"
tt0166896,movie,The Straight Story,The Straight Story,0,1999,\N,112,"Biography,Drama"
tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,\N,147,"Drama,Mystery,Thriller"
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,\N,201,"Action,Adventure,Drama"
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,\N,179,"Action,Adventure,Drama"
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,"Drama,Mystery,Thriller"
tt0169102,movie,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001,\N,224,"Drama,Musical,Sport"
tt0169547,movie,American Beauty,American Beauty,0,1999,\N,122,Drama
tt0169858,movie,Neon Genesis Evangelion: The End of Evangelion,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",0,1997,\N,87,"Action,Animation,Drama"
tt0172495,movie,Gladiator,Gladiator,0,2000,\N,155,"Action,Adventure,Drama"
tt0175880,movie,Magnolia,Magnolia,0,1999,\N,188,Drama
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama
tt0181875,movie,Almost Famous,Almost Famous,0,2000,\N,122,"Adventure,Comedy,Drama"
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy"
tt0200087,movie,Sarfarosh,Sarfarosh,0,1999,\N,174,"Action,Crime,Drama"
tt0206634,movie,Children of Men,Children of Men,0,2006,\N,109,"Action,Drama,Sci-Fi"
tt0208092,movie,Snatch,Snatch,0,2000,\N,104,"Comedy,Crime"
tt0209144,movie,Memento,Memento,0,2000,\N,113,"Mystery,Thriller"
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,0,2001,\N,122,"Comedy,Romance"
tt0242519,movie,Hera Pheri,Hera Pheri,0,2000,\N,156,"Action,Comedy,Crime"
tt0244316,movie,Yi Yi,Yi yi,0,2000,\N,173,"Drama,Romance"
tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,\N,125,"Adventure,Animation,Family"
tt0245712,movie,Amores Perros,Amores perros,0,2000,\N,154,"Drama,Thriller"
tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,\N,113,"Drama,Mystery,Sci-Fi"
tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music"
tt0263438,movie,Everything's Gonna Be Great,Her Sey Çok Güzel Olacak,0,1998,\N,107,"Comedy,Drama,Thriller"
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama"
tt0266543,movie,Finding Nemo,Finding Nemo,0,2003,\N,100,"Adventure,Animation,Comedy"
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Thriller"
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,\N,135,"Biography,Drama"
tt0270053,movie,Vizontele,Vizontele,0,2001,\N,110,"Comedy,Drama"
tt0276919,movie,Dogville,Dogville,0,2003,\N,178,"Crime,Drama"
tt0292490,movie,Dil Chahta Hai,Dil Chahta Hai,0,2001,\N,183,"Comedy,Drama,Romance"
tt0293715,movie,My Sassy Girl,Yeopgijeogin geunyeo,0,2001,\N,137,"Comedy,Drama,Romance"
tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,"Adventure,Family,Fantasy"
tt0317248,movie,City of God,Cidade de Deus,0,2002,\N,130,"Crime,Drama"
tt0317705,movie,The Incredibles,The Incredibles,0,2004,\N,115,"Action,Adventure,Animation"
tt0319061,movie,Big Fish,Big Fish,0,2003,\N,125,"Adventure,Drama,Fantasy"
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,\N,143,"Action,Adventure,Fantasy"
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,\N,108,"Drama,Romance,Sci-Fi"
tt0338564,movie,Infernal Affairs,Mou gaan dou,0,2002,\N,101,"Action,Crime,Drama"
tt0347149,movie,Howl's Moving Castle,Hauru no ugoku shiro,0,2004,\N,119,"Adventure,Animation,Family"
tt0352248,movie,Cinderella Man,Cinderella Man,0,2005,\N,144,"Biography,Drama,Romance"
tt0353969,movie,Memories of Murder,Salinui chueok,0,2003,\N,131,"Crime,Drama,Mystery"
tt0359950,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,2013,\N,114,"Adventure,Comedy,Drama"
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009,\N,153,"Adventure,Drama,War"
tt0363163,movie,Downfall,Der Untergang,0,2004,\N,156,"Biography,Drama,History"
tt0364569,movie,Oldboy,Oldeuboi,0,2003,\N,120,"Action,Drama,Mystery"
tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,"Comedy,Horror"
tt0367110,movie,Swades,"Swades: We, the People",0,2004,\N,210,"Drama,Musical"
tt0369610,movie,Jurassic World,Jurassic World,0,2015,\N,124,"Action,Adventure,Sci-Fi"
tt0369702,movie,The Sea Inside,Mar adentro,0,2004,\N,126,"Biography,Drama"
tt0371746,movie,Iron Man,Iron Man,0,2008,\N,126,"Action,Adventure,Sci-Fi"
tt0372784,movie,Batman Begins,Batman Begins,0,2005,\N,140,"Action,Crime,Drama"
tt0374546,movie,"Spring, Summer, Fall, Winter... and Spring",Bom yeoreum gaeul gyeoul geurigo bom,0,2003,\N,103,"Drama,Romance"
tt0374887,movie,Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,0,2003,\N,156,"Comedy,Drama"
tt0375611,movie,Black,Black,0,2005,\N,122,Drama
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,"Action,Crime,Thriller"
tt0381061,movie,Casino Royale,Casino Royale,0,2006,\N,144,"Action,Adventure,Thriller"
tt0381681,movie,Before Sunset,Before Sunset,0,2004,\N,80,"Drama,Romance"
tt0382932,movie,Ratatouille,Ratatouille,0,2007,\N,111,"Adventure,Animation,Comedy"
tt0384116,movie,G.O.R.A.,G.O.R.A.,0,2004,\N,127,"Adventure,Comedy,Sci-Fi"
tt0386064,movie,Tae Guk Gi: The Brotherhood of War,Taegukgi hwinalrimyeo,0,2004,\N,140,"Action,Drama,War"
tt0395169,movie,Hotel Rwanda,Hotel Rwanda,0,2004,\N,121,"Biography,Drama,History"
tt0398286,movie,Tangled,Tangled,0,2010,\N,100,"Adventure,Animation,Comedy"
tt0401383,movie,The Diving Bell and the Butterfly,Le scaphandre et le papillon,0,2007,\N,112,"Biography,Drama"
tt0401729,movie,John Carter,John Carter,0,2012,\N,132,"Action,Adventure,Sci-Fi"
tt0401792,movie,Sin City,Sin City,0,2005,\N,124,"Crime,Thriller"
tt0405094,movie,The Lives of Others,Das Leben der Anderen,0,2006,\N,137,"Drama,Mystery,Thriller"
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,"Drama,Sport"
tt0405508,movie,Rang De Basanti,Rang De Basanti,0,2006,\N,167,"Comedy,Crime,Drama"
tt0407887,movie,The Departed,The Departed,0,2006,\N,151,"Crime,Drama,Thriller"
tt0408664,movie,Nobody Knows,Dare mo shiranai,0,2004,\N,141,Drama
tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,\N,119,"Action,Drama,Sci-Fi"
tt0429493,movie,The A-Team,The A-Team,0,2010,\N,117,"Action,Adventure,Crime"
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,"Adventure,Animation,Comedy"
tt0433035,movie,Real Steel,Real Steel,0,2011,\N,127,"Action,Drama,Sci-Fi"
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,\N,132,"Action,Drama,Sci-Fi"
tt0435761,movie,Toy Story 3,Toy Story 3,0,2010,\N,103,"Adventure,Animation,Comedy"
tt0437086,movie,Alita: Battle Angel,Alita: Battle Angel,0,2019,\N,122,"Action,Adventure,Sci-Fi"
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,"Action,Mystery,Thriller"
tt0443272,movie,Lincoln,Lincoln,0,2012,\N,150,"Biography,Drama,History"
tt0446029,movie,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,0,2010,\N,112,"Action,Comedy,Fantasy"
tt0448115,movie,Shazam!,Shazam!,0,2019,\N,132,"Action,Adventure,Comedy"
tt0450259,movie,Blood Diamond,Blood Diamond,0,2006,\N,143,"Adventure,Drama,Thriller"
tt0451279,movie,Wonder Woman,Wonder Woman,0,2017,\N,141,"Action,Adventure,Fantasy"
tt0454876,movie,Life of Pi,Life of Pi,0,2012,\N,127,"Adventure,Drama,Fantasy"
tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,0,2006,\N,117,"Biography,Drama"
tt0455944,movie,The Equalizer,The Equalizer,0,2014,\N,132,"Action,Crime,Thriller"
tt0456144,movie,"Carry On, Munna Bhai",Lage Raho Munna Bhai,0,2006,\N,144,"Comedy,Drama,Romance"
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,"Drama,Fantasy,War"
tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011,\N,124,"Action,Adventure,Sci-Fi"
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,\N,152,"Action,Crime,Drama"
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama
tt0470752,movie,Ex Machina,Ex Machina,0,2014,\N,108,"Drama,Sci-Fi,Thriller"
tt0473075,movie,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,0,2010,\N,116,"Action,Adventure,Fantasy"
tt0476735,movie,My Father and My Son,Babam ve Oglum,0,2005,\N,112,"Drama,Family"
tt0477080,movie,Unstoppable,Unstoppable,0,2010,\N,98,"Action,Thriller"
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller"
tt0478970,movie,Ant-Man,Ant-Man,0,2015,\N,117,"Action,Comedy,Sci-Fi"
tt0481499,movie,The Croods,The Croods,0,2013,\N,98,"Action,Adventure,Animation"
tt0482571,movie,The Prestige,The Prestige,0,2006,\N,130,"Drama,Mystery,Sci-Fi"
tt0499549,movie,Avatar,Avatar,0,2009,\N,162,"Action,Adventure,Fantasy"
tt0758752,movie,Love & Other Drugs,Love & Other Drugs,0,2010,\N,112,"Comedy,Drama,Romance"
tt0758758,movie,Into the Wild,Into the Wild,0,2007,\N,148,"Adventure,Biography,Drama"
tt0770828,movie,Man of Steel,Man of Steel,0,2013,\N,143,"Action,Adventure,Sci-Fi"
tt0780504,movie,Drive,Drive,0,2011,\N,100,"Action,Drama"
tt0780536,movie,In Bruges,In Bruges,0,2008,\N,107,"Comedy,Crime,Drama"
tt0790636,movie,Dallas Buyers Club,Dallas Buyers Club,0,2013,\N,117,"Biography,Drama"
tt0790724,movie,Jack Reacher,Jack Reacher,0,2012,\N,130,"Action,Mystery,Thriller"
tt0796366,movie,Star Trek,Star Trek,0,2009,\N,127,"Action,Adventure,Sci-Fi"
tt0800320,movie,Clash of the Titans,Clash of the Titans,0,2010,\N,106,"Action,Adventure,Fantasy"
tt0800369,movie,Thor,Thor,0,2011,\N,115,"Action,Fantasy"
tt0803096,movie,Warcraft,Warcraft,0,2016,\N,123,"Action,Adventure,Fantasy"
tt0808417,movie,Persepolis,Persepolis,0,2007,\N,96,"Animation,Biography,Drama"
tt0816692,movie,Interstellar,Interstellar,0,2014,\N,169,"Adventure,Drama,Sci-Fi"
tt0816711,movie,World War Z,World War Z,0,2013,\N,116,"Action,Adventure,Horror"
tt0829150,movie,Dracula Untold,Dracula Untold,0,2014,\N,92,"Action,Drama,Fantasy"
tt0831387,movie,Godzilla,Godzilla,0,2014,\N,123,"Action,Adventure,Sci-Fi"
tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0,2012,\N,91,"Adventure,Animation,Comedy"
tt0840361,movie,The Town,The Town,0,2010,\N,125,"Crime,Drama,Thriller"
tt0848228,movie,The Avengers,The Avengers,0,2012,\N,143,"Action,Sci-Fi"
tt0861739,movie,Elite Squad,Tropa de Elite,0,2007,\N,115,"Action,Crime,Drama"
tt0870154,movie,Jungle Cruise,Jungle Cruise,0,2021,\N,127,"Action,Adventure,Comedy"
tt0871510,movie,Chak De! India,Chak De! India,0,2007,\N,153,"Drama,Family,Sport"
tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation"
tt0892791,movie,Shrek Forever After,Shrek Forever After,0,2010,\N,95,"Adventure,Animation,Comedy"
tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,\N,169,"Adventure,Fantasy"
tt0910970,movie,WALL·E,WALL·E,0,2008,\N,98,"Adventure,Animation,Family"
tt0926084,movie,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows - Part 1,0,2010,\N,146,"Adventure,Family,Fantasy"
tt0944835,movie,Salt,Salt,0,2010,\N,100,"Action,Thriller"
tt0945513,movie,Source Code,Source Code,0,2011,\N,93,"Action,Drama,Mystery"
tt0947798,movie,Black Swan,Black Swan,0,2010,\N,108,"Drama,Thriller"
tt0948470,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,\N,136,"Action,Adventure,Sci-Fi"
tt0955308,movie,Robin Hood,Robin Hood,0,2010,\N,140,"Action,Adventure,Drama"
tt0964517,movie,The Fighter,The Fighter,0,2010,\N,116,"Action,Biography,Drama"
tt0970179,movie,Hugo,Hugo,0,2011,\N,126,"Adventure,Drama,Family"
tt0974015,movie,Justice League,Justice League,0,2017,\N,120,"Action,Adventure,Fantasy"
tt0978762,movie,Mary and Max,Mary and Max.,0,2009,\N,92,"Animation,Comedy,Drama"
tt0978764,movie,Sucker Punch,Sucker Punch,0,2011,\N,110,"Action,Adventure,Fantasy"
tt0983193,movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,\N,107,"Action,Adventure,Animation"
tt0985694,movie,Machete,Machete,0,2010,\N,105,"Action,Crime,Thriller"
tt0986264,movie,Like Stars on Earth,Taare Zameen Par,0,2007,\N,162,"Drama,Family"
tt0993842,movie,Hanna,Hanna,0,2011,\N,111,"Action,Adventure,Drama"
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Comedy,Crime"
tt1001526,movie,Megamind,Megamind,0,2010,\N,95,"Action,Animation,Comedy"
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,\N,120,"Crime,Drama,Romance"
tt1013743,movie,Knight and Day,Knight and Day,0,2010,\N,109,"Action,Adventure,Comedy"
tt1014759,movie,Alice in Wonderland,Alice in Wonderland,0,2010,\N,108,"Adventure,Family,Fantasy"
tt1016150,movie,All Quiet on the Western Front,Im Westen nichts Neues,0,2022,\N,148,"Action,Drama,War"
tt10189514,movie,Soorarai Pottru,Soorarai Pottru,0,2020,\N,153,"Action,Drama"
tt1024648,movie,Argo,Argo,0,2012,\N,120,"Biography,Drama,Thriller"
tt10272386,movie,The Father,The Father,0,2020,\N,97,"Drama,Mystery"
tt10280296,movie,Sardar Udham,Sardar Udham,0,2021,\N,164,"Biography,Crime,Drama"
tt1028532,movie,Hachi: A Dog's Tale,Hachi: A Dog's Tale,0,2009,\N,93,"Biography,Drama,Family"
tt10295212,movie,Shershaah,Shershaah,0,2021,\N,135,"Action,Biography,Drama"
tt10324144,movie,Article 15,Article 15,0,2019,\N,130,"Crime,Drama,Mystery"
tt1033575,movie,The Descendants,The Descendants,0,2011,\N,115,"Comedy,Drama"
tt10366206,movie,John Wick: Chapter 4,John Wick: Chapter 4,0,2023,\N,169,"Action,Crime,Thriller"
tt10366460,movie,CODA,CODA,0,2021,\N,111,"Comedy,Drama,Music"
tt1037705,movie,The Book of Eli,The Book of Eli,0,2010,\N,118,"Action,Adventure,Drama"
tt10431500,movie,Miracle in Cell No. 7,Yedinci Kogustaki Mucize,0,2019,\N,132,Drama
tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance"
tt1049413,movie,Up,Up,0,2009,\N,96,"Adventure,Animation,Comedy"
tt1051906,movie,The Invisible Man,The Invisible Man,0,2020,\N,124,"Drama,Horror,Mystery"
tt10648342,movie,Thor: Love and Thunder,Thor: Love and Thunder,0,2022,\N,118,"Action,Adventure,Comedy"
tt1065073,movie,Boyhood,Boyhood,0,2014,\N,165,Drama
tt1069238,movie,Departures,Okuribito,0,2008,\N,130,Drama
tt10698680,movie,K.G.F: Chapter 2,K.G.F: Chapter 2,0,2022,\N,166,"Action,Crime,Drama"
tt1074638,movie,Skyfall,Skyfall,0,2012,\N,143,"Action,Adventure,Thriller"
tt1077368,movie,Dark Shadows,Dark Shadows,0,2012,\N,113,"Comedy,Family,Fantasy"
tt10811166,movie,The Kashmir Files,The Kashmir Files,0,2022,\N,170,Drama
tt10838180,movie,The Matrix Resurrections,The Matrix Resurrections,0,2021,\N,148,"Action,Sci-Fi"
tt10872600,movie,Spider-Man: No Way Home,Spider-Man: No Way Home,0,2021,\N,148,"Action,Adventure,Fantasy"
tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,\N,121,"Action,Biography,Drama"
tt1092026,movie,Paul,Paul,0,2011,\N,104,"Adventure,Comedy,Sci-Fi"
tt10954600,movie,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,0,2023,\N,124,"Action,Adventure,Comedy"
tt10954984,movie,Nope,Nope,0,2022,\N,130,"Horror,Mystery,Sci-Fi"
tt11032374,movie,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Kimetsu no Yaiba: Mugen Ressha-Hen,0,2020,\N,117,"Action,Adventure,Animation"
tt1104001,movie,TRON: Legacy,Tron: Legacy,0,2010,\N,125,"Action,Adventure,Sci-Fi"
tt11083552,movie,Wrath of Man,Wrath of Man,0,2021,\N,119,"Action,Crime,Thriller"
tt11138512,movie,The Northman,The Northman,0,2022,\N,137,"Action,Adventure,Drama"
tt1120985,movie,Blue Valentine,Blue Valentine,0,2010,\N,112,"Drama,Romance"
tt1124035,movie,The Ides of March,The Ides of March,0,2011,\N,101,"Drama,Thriller"
tt11286314,movie,Don't Look Up,Don't Look Up,0,2021,\N,138,"Comedy,Drama,Sci-Fi"
tt1130884,movie,Shutter Island,Shutter Island,0,2010,\N,138,"Mystery,Thriller"
tt1133985,movie,Green Lantern,Green Lantern,0,2011,\N,114,"Action,Adventure,Sci-Fi"
tt1155076,movie,The Karate Kid,The Karate Kid,0,2010,\N,140,"Action,Drama,Family"
tt11564570,movie,Glass Onion,Glass Onion,0,2022,\N,139,"Comedy,Crime,Drama"
tt1160419,movie,Dune,Dune: Part One,0,2021,\N,155,"Action,Adventure,Drama"
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,\N,161,"Adventure,Drama,Fantasy"
tt1171701,movie,The Breath,Nefes: Vatan Sagolsun,0,2009,\N,128,"Action,Drama,Thriller"
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0,2016,\N,103,"Drama,Horror,Mystery"
tt11813216,movie,The Banshees of Inisherin,The Banshees of Inisherin,0,2022,\N,114,"Comedy,Drama"
tt11866324,movie,Prey,Prey,0,2022,\N,100,"Action,Adventure,Drama"
tt1187043,movie,3 Idiots,3 Idiots,0,2009,\N,170,"Comedy,Drama"
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,\N,118,"Crime,Drama,Mystery"
tt1192628,movie,Rango,Rango,0,2011,\N,107,"Action,Adventure,Animation"
tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,\N,135,"Action,Adventure,Thriller"
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows - Part 2,0,2011,\N,130,"Adventure,Family,Fantasy"
tt1205489,movie,Gran Torino,Gran Torino,0,2008,\N,116,Drama
tt1210166,movie,Moneyball,Moneyball,0,2011,\N,133,"Biography,Drama,Sport"
tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013,\N,150,"Action,Adventure,Western"
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy"
tt1211956,movie,Escape Plan,Escape Plan,0,2013,\N,115,"Action,Thriller"
tt1212450,movie,Lawless,Lawless,0,2012,\N,116,"Biography,Crime,Drama"
tt1213641,movie,First Man,First Man,0,2018,\N,141,"Biography,Drama,History"
